Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record,k,t,sample
J,"Hildebrandt, A; Trudinger, EM; Jackle, S",,,,"Hildebrandt, Achim; Truedinger, Eva-Maria; Jaeckle, Sebastian",,,Sooner or later: the influence of public opinion and religiosity on the enactment of laws recognizing same-sex unions,JOURNAL OF EUROPEAN PUBLIC POLICY,,,English,Article,,,,,,Event history analysis; morality politics; policy effects of culture; public opinion; religiosity; same-sex union laws,MORALITY POLICY; WESTERN DEMOCRACIES; CATHOLIC-CHURCH; GAY RIGHTS; EUROPE; HOMOSEXUALITY; VALUES; EXPLANATIONS; MARRIAGE; SOCIETY,"Starting in the 1990s, almost all Western democracies recognized same-sex partnerships within just over two decades. This study examines which factors accelerated or decelerated these legal changes. It focuses on the effects of several facets of culture: attitudes towards homosexuality in general; attitudes towards gays and lesbians as people; and religiosity. An event history analysis of 19 Western countries shows that the less tolerant people are of gays and lesbians and the greater a country's percentage of regular attendees of religious services, the longer the time until a same-sex union law is introduced. The results provide new insights into policy effects of culture and point out the importance of distinguishing between the various elements of public opinion.","[Hildebrandt, Achim; Truedinger, Eva-Maria] Univ Stuttgart, Inst Social Sci, Stuttgart, Germany; [Jaeckle, Sebastian] Univ Freiburg, Dept Polit Sci, Freiburg, Germany",University of Stuttgart; University of Freiburg,"Hildebrandt, A (corresponding author), Univ Stuttgart, Inst Social Sci, Stuttgart, Germany.",achim.hildebrandt@sowi.uni-stuttgart.de,"Jaeckle, Sebastian/AAK-2597-2020","Trudinger, Eva-Maria/0000-0003-3134-9347",,,,,50,12,12,1,15,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",1350-1763,1466-4429,,J EUR PUBLIC POLICY,J. Eur. Public Policy,,2017,24,8,,,,,1191,1210,,10.1080/13501763.2016.1228693,0,,,20,Political Science; Public Administration,Social Science Citation Index (SSCI),Government & Law; Public Administration,EZ5VP,,,,,6/21/23,WOS:000404787700006,Hildebrandt2017,19,2.85,gs
J,"Lewis, GB",,,,"Lewis, GB",,,Barriers to security clearances for gay men and lesbians: Fear of blackmail or fear of homosexuals?,JOURNAL OF PUBLIC ADMINISTRATION RESEARCH AND THEORY,,,English,Article,,,,,,,DISCRIMINATION; STATE,"Federal policies denied security clearances to lesbians and gay men until the 1980s and subjected gay applicants to intrusive questioning about their sex lives until the 1990s. Administrators argued that homosexuals made poor risks because of their susceptibility to blackmail, but the government has never made a strong public case for that claim. The courts rejected a charge of immorality as a legitimate basis for firing gay federal employees by the mid-1970s, but they deferred to administrative expertise on the issue of security risks even though arguments about blackmail and immorality have always been intertwined. Public opinion data from the 1990s shows that those who disapprove of homosexuality and would limit the civil liberties of gay people are much more reluctant to issue security clearances to them, providing further evidence that morality concerns work their way into at least some federal personnel decisions. Though Executive Order 13087 prohibits discriminating against federal employees on the basis of sexual orientation, the continuing high levels of disapproval of homosexuality suggest that eliminating such discrimination will be difficult.","Georgia State Univ, Atlanta, GA 30303 USA",University System of Georgia; Georgia State University,"Lewis, GB (corresponding author), Georgia State Univ, Atlanta, GA 30303 USA.",,,,,,,,25,12,12,0,5,TRANSACTION PERIOD CONSORTIUM,PISCATAWAY,"RUTGERS UNIV, DEPT 8010, 35 BERRUE CIRCLE, PISCATAWAY, NJ 08854-8042 USA",1053-1858,,,J PUBL ADM RES THEOR,J. Publ. Adm. Res. Theory,OCT,2001,11,4,,,,,539,557,,10.1093/oxfordjournals.jpart.a003514,0,,,19,Political Science; Public Administration,Social Science Citation Index (SSCI),Government & Law; Public Administration,491XQ,,,,,6/21/23,WOS:000172135700005,Lewis2001,1,19,gs
J,"Burke, SK",,,,"Burke, Susan K.",,,"Removal of Gay-Themed Materials from Public Libraries: Public Opinion Trends, 1973-2006",PUBLIC LIBRARY QUARTERLY,,,English,Article,,,,,,Censorship; cultural change; homosexuality; intellectual freedom; public opinion,ATTITUDES,"Gay images have slowly become integrated into mainstream cultural venues over the last forty years, including publishing. Studies show that gay-themed materials in libraries are targets of censorship attempts. Are these attempts reflections of the opinions of the majority of the population or of a vocal minority? The information in this study contributes over thirty years of trend data on the general public's views of the censorship of gay-themed materials in libraries. This information can be useful to library policy makers and those faced with materials challenges.","[Burke, Susan K.] Univ Oklahoma, Sch Lib & Informat Studies, 401 W Brooks,Old Bizzell Lib,Room 120, Norman, OK 73019 USA",University of Oklahoma System; University of Oklahoma - Norman,"Burke, SK (corresponding author), Univ Oklahoma, Sch Lib & Informat Studies, 401 W Brooks,Old Bizzell Lib,Room 120, Norman, OK 73019 USA.",sburke@ou.edu,,,,,,,27,10,10,0,0,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",0161-6846,1541-1540,,PUBLIC LIBR Q,Public Libr. Q.,,2008,27,3,,,,,247,264,,10.1080/01616840802229552,0,,,18,Information Science & Library Science,Emerging Sources Citation Index (ESCI),Information Science & Library Science,VB3NZ,,,,,6/21/23,WOS:000415422000006,Burke2008,1,21,gs
J,"Hetzel, CJ",,,,"Hetzel, Carole J.",,,Exploring the Relationship Between Public Opinion and Personal Attitudes and Behavior Toward Lesbians and Gay Men: Social Conformity Revisited,JOURNAL OF HOMOSEXUALITY,,,English,Article,,,,,,social conformity; heterosexism; attitude-behavior consistency; gender roles; social prejudice; neofunctional attitudes,HETEROSEXUALS ATTITUDES; STUDENTS ATTITUDES; NEGATIVE ATTITUDES; GROUP NORMS; PREJUDICE; GENDER; HOMOPHOBIA; SEX; STEREOTYPES; MINORITY,"This study investigated the relationship between social conformity, gender-role egalitarianism, and personal levels of heterosexism, or prejudice based on same-sex orientation. Mock public opinion polls of a positive or negative nature regarding same-sex orientation were used to study attitudinal and behavioral change of participants and attitude-behavior consistency. The study sample included 194 undergraduate students from a Midwestern university. A correlation existed between participants' traditional gender role beliefs and heterosexism. Participants who viewed the positive public opinion poll demonstrated behavioral support for a lesbian and gay organization, as did participants with positive attitudes toward lesbians and gay men. Findings are analyzed within a social prejudice framework.","Cardinal Stritch Univ, Undergrad Psychol Dept, Milwaukee, WI 53217 USA",Cardinal Stritch University,"Hetzel, CJ (corresponding author), Cardinal Stritch Univ, Undergrad Psychol Dept, 6801 N Yates Rd, Milwaukee, WI 53217 USA.",cjhetzel@stritch.edu,,,,,,,89,9,9,1,15,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",0091-8369,1540-3602,,J HOMOSEXUAL,J. Homosex.,,2011,58,10,,,,,1421,1441,,10.1080/00918369.2011.614910,0,,,21,"Psychology, Multidisciplinary; Social Sciences, Interdisciplinary",Social Science Citation Index (SSCI),Psychology; Social Sciences - Other Topics,854MR,22029565,,,,6/21/23,WOS:000297499300005,Hetzel2011,1,1,gs
J,"Perry, SL; Snawder, KJ",,,,"Perry, Samuel L.; Snawder, Kara J.",,,Longitudinal Effects of Religious Media on Opposition to Same-Sex Marriage,SEXUALITY AND CULTURE,,,English,Article,,,,,,Attitudes; Religion; Media; Gay; Lesbian; Homophobia; Same-sex marriage,BODY-IMAGE CONCERNS; UNITED-STATES; CONTACT HYPOTHESIS; AMERICAN RELIGION; NATIONAL-SURVEY; PUBLIC-OPINION; ATTITUDES; EXPOSURE; HOMOSEXUALITY; SUPPORT,"Religion and anti-gay prejudice in the United States are closely connected. Yet we still know little about the specific mechanisms through which religious subcultures may shape adherents' attitudes toward gays and lesbians. This study considers religious media consumption as a unique mechanism through which religious Americans are socialized and embedded within an anti-gay religious subculture. Drawing on panel data from the nationally-representative Portraits of American Life Study, and focusing on opposition to same-sex marriage as a measure of anti-gay prejudice, analyses show that more frequent consumption of religious radio and TV (but not internet) is associated with higher levels of opposition to same-sex marriage over time. These effects remain significant with different model specifications as well as controls for previous attitudes toward same-sex marriage, general media use, sociodemographic and religious characteristics, and intimate contact with gays and lesbians. We propose that consuming religious media over time may influence Americans' views toward LGBT issues directly through explicit messages about homosexuality and indirectly by embedding Americans within a broader religious subculture (largely, conservative Protestantism) that opposes homosexuality.","[Perry, Samuel L.; Snawder, Kara J.] Univ Oklahoma, Dept Sociol, 780 Van Vleet Oval,Kaufman Hall, Norman, OK 73019 USA",University of Oklahoma System; University of Oklahoma - Norman,"Perry, SL (corresponding author), Univ Oklahoma, Dept Sociol, 780 Van Vleet Oval,Kaufman Hall, Norman, OK 73019 USA.",samperry@ou.edu,,"Perry, Samuel/0000-0002-6398-636X",,,,,73,7,8,0,12,SPRINGER,NEW YORK,"233 SPRING ST, NEW YORK, NY 10013 USA",1095-5143,1936-4822,,SEX CULT,Sex. Cult.,DEC,2016,20,4,,,,,785,804,,10.1007/s12119-016-9357-y,0,,,20,"Social Sciences, Interdisciplinary",Emerging Sources Citation Index (ESCI),Social Sciences - Other Topics,FI4IA,,,,,6/21/23,WOS:000411933300002,Perry2016,1,1,gs
J,"Tolkachev, D; Tolordava, T",,,,"Tolkachev, Dmitrii; Tolordava, Tamar",,,"Shared Past, Different Future? Russian and Georgian Authorities' Discourse Concerning Homosexuality",SEXUALITY & CULTURE-AN INTERDISCIPLINARY JOURNAL,,,English,Article,,,,,,Queer linguistics; Russia; Georgia; LGBT,TOLERANCE; GAY,"Russian and Georgian people share not only a common history but also a relatively common negative view on LGBT rights. Russia still does not have anti-discrimination laws and regulates 'homosexual propaganda'. In contrast, Georgia has discrimination protection on the basis of sexual orientation and gender identity. Why is public opinion in one country deteriorating alongside the passing of anti-discrimination laws, while in the other country, with little improvement in public opinion, it is prohibited to 'propagandize homosexuality'? We explain how authorities discursively shape institutional changes related to LGBT rights. We assume that the formation of institutions is possible in the process of discursive struggle when actors defend their ideas and meanings about LGBT. Our argument addresses the theoretical framework of institutional change and queer linguistics. We analyze discursive changes in Georgian and Russian authorities debates from 2013 until 2019.","[Tolkachev, Dmitrii] Higher Sch Econ, Moscow, Russia; [Tolordava, Tamar] Ilia State Univ, Tbilisi, Georgia; [Tolordava, Tamar] Univ Glasgow, Glasgow, Lanark, Scotland",HSE University (National Research University Higher School of Economics); Ilia State University; University of Glasgow,"Tolkachev, D (corresponding author), Higher Sch Econ, Moscow, Russia.",dtolkachev@hse.ru,"Tolordava, Tamar/ABF-4747-2021; Tolkachev, Dmitrii/A-6422-2018","Tolkachev, Dmitrii/0000-0001-9728-1838; Tolordava, Tamar/0000-0002-2797-1224",,,,,52,6,6,0,5,SPRINGER,NEW YORK,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",1095-5143,1936-4822,,SEX CULT,Sex. Cult.,APR,2020,24,2,,,SI,,447,464,,10.1007/s12119-019-09688-2,0,,,18,"Social Sciences, Interdisciplinary",Emerging Sources Citation Index (ESCI),Social Sciences - Other Topics,KU7LT,,,,,6/21/23,WOS:000519895300006,Tolkachev2020,2,3,gs
J,"Hildebrandt, A; Trudinger, EM; Wyss, D",,,,"Hildebrandt, Achim; Truedinger, Eva-Maria; Wyss, Dominik",,,"The Missing Link? Modernization, Tolerance, and Legislation on Homosexuality",POLITICAL RESEARCH QUARTERLY,,,English,Article,,,,,,modernization; democracy; public opinion-policy nexus; tolerance; LGBT rights,PUBLIC-OPINION; GAY RIGHTS; SEX; POLICY; ATTITUDES; EXPLANATIONS; RELIGIOSITY; SCIENCE; EUROPE,"Research suggests that modernization is an important driver of liberalization in the field of gay and lesbian rights. Surprisingly, it has often been assumed-but not empirically examined-that a culture of tolerance mediates the relationship between socioeconomic modernization and liberal legislation. This article closes this gap by analyzing the seventy-three countries that took part in the fifth and sixth waves of the World Values Survey. As government responsiveness to public attitudes is structurally enforced by means of electoral accountability in democracies, but not in autocracies, we, in addition, distinguish between these regime types in an analysis of moderated mediation. We show that tolerant attitudes toward homosexuals do, indeed, mediate the influence of modernization on gay and lesbian rights policies in democracies, but not in autocracies. The result is confirmed by extensive robustness checks, including an instrumental variables approach to account for a potential reverse causality between tolerance and rights. The study does not only underline the relevance of cultural aspects of modernization, but also points to the crucial importance of regime type for a translation of public opinion into policy.","[Hildebrandt, Achim; Truedinger, Eva-Maria; Wyss, Dominik] Univ Stuttgart, Stuttgart, Germany",University of Stuttgart,"Hildebrandt, A (corresponding author), Univ Stuttgart, Inst Social Sci, Breitscheidstr 2, D-70174 Stuttgart, Germany.",achim.hildebrandt@sowi.uni-stuttgart.de,,"Trudinger, Eva-Maria/0000-0003-3134-9347",,,,,65,6,6,0,10,SAGE PUBLICATIONS INC,THOUSAND OAKS,"2455 TELLER RD, THOUSAND OAKS, CA 91320 USA",1065-9129,1938-274X,,POLIT RES QUART,Polit. Res. Q.,SEP,2019,72,3,,,,,539,553,,10.1177/1065912918797464,0,,,15,Political Science,Social Science Citation Index (SSCI),Government & Law,IS9CU,,,,,6/21/23,WOS:000482446900002,Hildebrandt2019,73,1,gs
J,"Lau, H; Yeung, G; Stotzer, RL; Lau, CQ; Loper, K",,,,"Lau, Holning; Yeung, Geoffrey; Stotzer, Rebecca L.; Lau, Charles Q.; Loper, Kelley",,,Assessing the Tongzhi Label: Self-Identification and Public Opinion,JOURNAL OF HOMOSEXUALITY,,,English,Article,,,,,,China; gay; Hong Kong; identity; lesbian; public opinion; tongzhi,GAY,"Tongzhi is one of several Chinese terms that refer to individuals who are attracted to the same sex. Using data from two different surveys in Hong Kong, this research note examines how the term tongzhi coexists with other terms. We investigate the prevalence of self-identification as tongzhi, and we explore the extent to which using the term tongzhi influences public attitudes toward gay people and gay rights. Activists began popularizing the term tongzhi in the late 1980s, but less than one third of the participants in our 2008 survey of sexual orientation minorities (n=728) described themselves as tongzhi. Using a split-ballot experiment in a 2013 public opinion poll (n=831), we found that attitudes toward gay people and gay rights were not significantly impacted by whether questions were phrased in terms of tongzhi or the main alternative term tongxinglianzhe. We discuss how our findings can enrich understandings of earlier research and illuminate avenues for future study.","[Lau, Holning] Univ N Carolina, Sch Law, 160 Ridge Rd,CB 3380, Chapel Hill, NC 27599 USA; [Yeung, Geoffrey] Univ Oxford, Fac Law, Oxford, England; [Stotzer, Rebecca L.] Univ Hawaii, Myron B Thompson Sch Social Work, Honolulu, HI 96822 USA; [Lau, Charles Q.] RTI Int, Survey Res Div, Res Triangle Pk, NC USA; [Loper, Kelley] Univ Hong Kong, Fac Law, Hong Kong, Hong Kong, Peoples R China",University of North Carolina; University of North Carolina Chapel Hill; RLUK- Research Libraries UK; University of Oxford; University of Hawaii System; Research Triangle Institute; University of Hong Kong,"Lau, H (corresponding author), Univ N Carolina, Sch Law, 160 Ridge Rd,CB 3380, Chapel Hill, NC 27599 USA.",hslau@email.unc.edu,"Loper, Kelley/HHZ-3089-2022","Loper, Kelley/0000-0002-4992-9510; Lau, Charles/0000-0003-3485-5632",Williams Institute Small Research Grant; University of Hong Kong Small Project Funding Scheme Award [201007176315]; Professional Development Funds from the University of North Carolina School of Law; RTI International,Williams Institute Small Research Grant; University of Hong Kong Small Project Funding Scheme Award; Professional Development Funds from the University of North Carolina School of Law; RTI International,"This work was supported by a Williams Institute Small Research Grant, University of Hong Kong Small Project Funding Scheme Award [201007176315], Professional Development Funds from the University of North Carolina School of Law, and financial assistance from RTI International.",,27,6,6,0,4,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",0091-8369,1540-3602,,J HOMOSEXUAL,J. Homosex.,,2017,64,4,,,,,509,522,,10.1080/00918369.2016.1191241,0,,,14,"Psychology, Multidisciplinary; Social Sciences, Interdisciplinary",Social Science Citation Index (SSCI),Psychology; Social Sciences - Other Topics,EM1OI,27191356,"Green Accepted, hybrid",,,6/21/23,WOS:000395086500005,Lau2017,1,2,gs
J,"Hayes, BC",,,,"Hayes, BC",,,The influence of gender on public attitudes toward homosexual rights in Britain,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,,,English,Article,,,,,,,GAY MEN; HETEROSEXUALS ATTITUDES; NEGATIVE ATTITUDES; NATIONAL SURVEY; UNITED-STATES; HOMOPHOBIA; LESBIANS; PARTY,"Controversy concerning the issue of homosexual rights and practices has intensified in Britain over the last decade. Despite this increase in intensity, however, the question of mass public opinion in relation to homosexual rights and practices has received almost no empirical investigation. In an effort to remedy this situation, this article focuses on both the role of respondents' gender as well as their perceptions concerning the gender of participants in a homosexual relationship (both sexes versus gay men) in distinguishing their attitudes toward the public acceptance of homosexuals and the adoption rights of lesbians and gay men. Using nationally representative data from the British Social Attitudes Surveys, we found that, whereas both respondents' gender and the gender of participants in a homosexual relationship demonstrated a significant influence on attitudes toward the public acceptance of homosexuals, they were unrelated to the adoption rights of lesbians or gay men. Even in relation to the public acceptance of homosexuals, however, gender was not the only, or even the most important, attribute in distinguishing individual opinion in this instance. Other stronger and more consistent influences were education, age, and attitudes toward either pre-marital or extra-marital sexual relations. The implications of these findings for both policy makers and homosexual activists are discussed.","Queens Univ Belfast, Dept Sociol, Belfast BT7 1NN, Antrim, North Ireland",RLUK- Research Libraries UK; Queens University Belfast,"Hayes, BC (corresponding author), Queens Univ Belfast, Dept Sociol, Belfast BT7 1NN, Antrim, North Ireland.",b.hayes@queens-belfast.ac.uk,,,,,,,39,5,5,0,7,OXFORD UNIV PRESS,OXFORD,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",0954-2892,,,INT J PUBLIC OPIN R,Int. J. Public Opin. Res.,WIN,1997,9,4,,,,,361,385,,,,,,25,Communication; Political Science,Social Science Citation Index (SSCI),Communication; Government & Law,YX948,,,,,6/21/23,WOS:000072096700003,Hayes1997,1,4,gs
J,"Kuyper, L; Sommer, E; Butt, S",,,,"Kuyper, Lisette; Sommer, Elena; Butt, Sarah",,,Gender Gaps in the Measurement of Public Opinion About Homosexuality in Cross-national Surveys: A Question-Wording Experiment,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,,,English,Article,,,,,,,GAY MEN; ATTITUDES; LESBIANS; SEXUALITY; BELIEFS; NORMS,,"[Kuyper, Lisette] Netherlands Inst Social Res, Dept Hlth & Wellbeing, SCP, The Hague, Netherlands; [Kuyper, Lisette] Univ Amsterdam, Res Ctr Child Dev & Educ, Amsterdam, Netherlands; [Sommer, Elena; Butt, Sarah] City Univ London, Ctr Comparat Social Surveys, ESS ERIC Headquarters, London, England",University of Amsterdam; City University London,"Kuyper, L (corresponding author), Univ Amsterdam, Netherlands Inst Social Res, Bezuidenhoutseweg 30, NL-2500 BD The Hague, Netherlands.",l.kuyper@scp.nl,,,European Social Survey European Research Infrastructure Consortium,European Social Survey European Research Infrastructure Consortium,"This work was supported by the European Social Survey European Research Infrastructure Consortium (Work program December 2013 to May 2015). A previous version of the current manuscript was presented at the 3rd International ESS Conference in Lausanne (Switzerland), July 2016.",,21,3,3,1,8,OXFORD UNIV PRESS,OXFORD,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",0954-2892,1471-6909,,INT J PUBLIC OPIN R,Int. J. Public Opin. Res.,WIN,2018,30,4,,,,,692,704,,10.1093/ijpor/edx019,0,,,13,Communication; Political Science,Social Science Citation Index (SSCI),Communication; Government & Law,HI8FI,,"Bronze, Green Accepted",,,6/21/23,WOS:000456690300011,Kuyper2018,3,1,gs
J,"Becker, AB; Todd, ME",,,,"Becker, Amy B.; Todd, Maureen E.",,,"Watching the Evolution of the American Family? Amazon's Transparent, Ecological Systems Theory, and the Changing Dynamics of Public Opinion",JOURNAL OF HOMOSEXUALITY,,,English,Article,,,,,,Transgender; Transparent; ecological systems theory; public opinion; family,SAME-SEX MARRIAGE; GAY; DISCRIMINATION; REPRESENTATION; PERCEPTIONS; RESILIENCE; ATTITUDES; SUPPORT,"Using Bronfenbrenner's (1979) ecological systems theory as an organizing framework, the research closely examines the text of the Amazon Studios hit show Transparent and, by extension, the evolution of public opinion toward transgender individuals. By examining the Pfefferman family in detail and their related microsystem and macrosystem, we are able to closely unpack the transition of Jeffrey Tambor's character from Mort to Maura and the show's connections with broader developments in the Los Angeles LGBT community and the Jewish diaspora in postwar and contemporary Los Angeles. In addition, by focusing on the influence of the chronosystem, we are able to examine how both opinions toward Maura and public opinion toward transgender issues more generally have evolved within the family system and the larger American community over time.","[Becker, Amy B.] Loyola Univ Maryland, Dept Commun, 4501 N Charles St, Baltimore, MD 21210 USA; [Todd, Maureen E.] Towson Univ, Dept Family Studies & Community Dev, Towson, MD USA",Loyola University Maryland; University System of Maryland; Towson University,"Becker, AB (corresponding author), Loyola Univ Maryland, Dept Commun, 4501 N Charles St, Baltimore, MD 21210 USA.",abbecker@loyola.edu,,,,,,,56,2,2,2,17,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",0091-8369,1540-3602,,J HOMOSEXUAL,J. Homosex.,,2018,65,9,,,SI,,1120,1137,,10.1080/00918369.2017.1406212,0,,,18,"Psychology, Multidisciplinary; Social Sciences, Interdisciplinary",Social Science Citation Index (SSCI),Psychology; Social Sciences - Other Topics,GG7TQ,29144848,,,,6/21/23,WOS:000432901200002,Becker2018,1,2,gs
J,"Yang, AS",,,,"Yang, AS",,,The polls-trends - Attitudes toward homosexuality,PUBLIC OPINION QUARTERLY,,,English,Article,,,,,,,AIDS,,,,"Yang, AS (corresponding author), COLUMBIA UNIV,DEPT POLIT SCI,NEW YORK,NY 10027, USA.",,,,,,,,11,197,201,0,29,UNIV CHICAGO PRESS,CHICAGO,"5720 S WOODLAWN AVE, CHICAGO, IL 60637",0033-362X,,,PUBLIC OPIN QUART,Public Opin. Q.,FAL,1997,61,3,,,,,477,507,,10.1086/297810,http://dx.doi.org/10.1086/297810,,,31,"Communication; Political Science; Social Sciences, Interdisciplinary",Social Science Citation Index (SSCI),Communication; Government & Law; Social Sciences - Other Topics,YC752,,,,,6/22/23,WOS:A1997YC75200005,,1,26,gs
J,"Nelson, TE; Kinder, DR",,,,"Nelson, TE; Kinder, DR",,,Issue frames and group-centrism in American public opinion,JOURNAL OF POLITICS,,,English,Article,,,,,,,AFFIRMATIVE-ACTION; SELF-INTEREST; COGNITIVE-PROCESSES; ATTITUDES; WELFARE; BELIEFS; AIDS; PREJUDICE; QUESTIONS; POLITICS,"Public opinion on government policy is group-centric: that is, strongly influenced by the attitudes citizens possess toward the social groups perceived as the beneficiaries of the policy. Though commonplace, this mode of political thinking is not inevitable. In four experiments, we show that group-centrism hinges in part on how issues are framed in public debate. When issues are framed in ways that draw attention to a policy's beneficiaries, group-centrism increases; when issues are framed in ways that deflect attention away from the beneficiaries, group-centrism declines. We conclude by drawing out the implications of these findings for the concept of frame, considered both as a rhetorical weapon in elites' hands and as a cognitive structure in citizens' minds.","UNIV MICHIGAN,ANN ARBOR,MI 48109",University of Michigan System; University of Michigan,"Nelson, TE (corresponding author), OHIO STATE UNIV,COLUMBUS,OH 43210, USA.",,,,,,,,80,406,407,1,59,UNIV TEXAS PRESS,AUSTIN,"BOX 7819, AUSTIN, TX 78713-7819",0022-3816,,,J POLIT,J. Polit.,NOV,1996,58,4,,,,,1055,1078,,10.2307/2960149,http://dx.doi.org/10.2307/2960149,,,24,Political Science,Social Science Citation Index (SSCI),Government & Law,VW752,,,,,6/22/23,WOS:A1996VW75200006,,1,1,gs
J,"van den Akker, H; van der Ploeg, R; Scheepers, P",,,,"van den Akker, Hanneke; van der Ploeg, Rozemarijn; Scheepers, Peer",,,Disapproval of Homosexuality: Comparative Research on Individual and National Determinants of Disapproval of Homosexuality in 20 European Countries,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,,,English,Article,,,,,,,GAY MEN; ATTITUDE-CHANGE; CIVIL-RIGHTS; LESBIANS; NETHERLANDS; PERMISSIVENESS; METAANALYSIS; RELIGIOSITY; HOMOPHOBIA; EUTHANASIA,"In this contribution, we elaborate on disapproval of homosexuality in 20 European countries. We mainly focus on the explanation of differences in the disapproval of homosexuality at the individual and the national level. Data from four waves of the European Social Survey are used, using multilevel techniques to test our hypotheses. Individual differences in disapproval of homosexuality can be derived from theories of socializing agents (religious institutions, schools) and socializing circumstances as well as from psychological theories on conventionalism and tradition. We find that religious people, people who support conventionalism, and those who attach to traditions disapprove of homosexuality more, whereas highly educated people disapprove less. Differences between countries can be explained by socializing circumstances of the national context as the countries' religiosity and laws on homosexuality turned out to be important determinants of the disapproval of homosexuality. We found that disapproval of homosexuality is the least in countries where law permits homosexuals to marry. In addition, people who live in more religious countries disapprove of homosexuality more than people who live in secular countries.","[van den Akker, Hanneke; Scheepers, Peer] Radboud Univ Nijmegen, Dept Sociol, NL-6500 HE Nijmegen, Netherlands; [van der Ploeg, Rozemarijn] Univ Groningen, Dept Sociol, NL-9700 AB Groningen, Netherlands",Radboud University Nijmegen; University of Groningen,"Scheepers, P (corresponding author), Radboud Univ Nijmegen, Dept Sociol, POB 9104, NL-6500 HE Nijmegen, Netherlands.",p.scheepers@maw.ru.nl,"Scheepers, Peer/C-9875-2012","Scheepers, Peer/0000-0002-9689-8139",,,,,48,133,135,1,79,OXFORD UNIV PRESS,OXFORD,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",0954-2892,,,INT J PUBLIC OPIN R,Int. J. Public Opin. Res.,SPR,2013,25,1,,,,,64,86,,10.1093/ijpor/edr058,http://dx.doi.org/10.1093/ijpor/edr058,,,23,Communication; Political Science,Social Science Citation Index (SSCI),Communication; Government & Law,099NZ,,,,,6/22/23,WOS:000315629800004,,20,3.75,gs
